"Age.group" "Age.label" "Province" "Year" "Obs" "Pop"
7 "[65-70)" 20 1998 18 19000
8 "[70-75)" 20 1998 9 16357
9 "[75-80)" 20 1998 9 12732
10 "[80-85)" 20 1998 7 9028
11 "[85,85+)" 20 1998 7 8070
1 "[0-40)" 21 1998 0 130794
2 "[40-45)" 21 1998 3 14215
3 "[45-50)" 21 1998 1 12318
4 "[50-55)" 21 1998 6 11992
5 "[55-60)" 21 1998 6 10396
6 "[60-65)" 21 1998 5 11211
7 "[65-70)" 21 1998 1 11480
8 "[70-75)" 21 1998 4 9546
9 "[75-80)" 21 1998 9 7606
10 "[80-85)" 21 1998 3 5498
11 "[85,85+)" 21 1998 10 4341
1 "[0-40)" 22 1998 0 47288
2 "[40-45)" 22 1998 0 6575
3 "[45-50)" 22 1998 3 5841
4 "[50-55)" 22 1998 2 5579
5 "[55-60)" 22 1998 4 5025
6 "[60-65)" 22 1998 3 5905
7 "[65-70)" 22 1998 7 6873
8 "[70-75)" 22 1998 2 6593
9 "[75-80)" 22 1998 4 5522
10 "[80-85)" 22 1998 2 3838
11 "[85,85+)" 22 1998 5 3507
1 "[0-40)" 23 1998 2 180104
2 "[40-45)" 23 1998 2 19306
3 "[45-50)" 23 1998 2 16151
4 "[50-55)" 23 1998 3 15681
5 "[55-60)" 23 1998 4 15062
6 "[60-65)" 23 1998 4 18002
7 "[65-70)" 23 1998 22 18510
8 "[70-75)" 23 1998 11 15782
9 "[75-80)" 23 1998 7 11653
10 "[80-85)" 23 1998 4 7524
11 "[85,85+)" 23 1998 5 6145
1 "[0-40)" 24 1998 1 117803
2 "[40-45)" 24 1998 1 16182
3 "[45-50)" 24 1998 3 14074
4 "[50-55)" 24 1998 11 13774
5 "[55-60)" 24 1998 6 13113
6 "[60-65)" 24 1998 2 16334
7 "[65-70)" 24 1998 6 18129
8 "[70-75)" 24 1998 15 16380
9 "[75-80)" 24 1998 8 12744
10 "[80-85)" 24 1998 9 8777
11 "[85,85+)" 24 1998 5 7965
1 "[0-40)" 25 1998 2 86696
2 "[40-45)" 25 1998 1 11627
3 "[45-50)" 25 1998 8 10580
4 "[50-55)" 25 1998 3 10110
5 "[55-60)" 25 1998 3 8471
6 "[60-65)" 25 1998 5 9813
7 "[65-70)" 25 1998 13 11228
8 "[70-75)" 25 1998 5 10430
9 "[75-80)" 25 1998 11 8561
10 "[80-85)" 25 1998 3 5900
11 "[85,85+)" 25 1998 7 4904
1 "[0-40)" 26 1998 0 65787
2 "[40-45)" 26 1998 0 9153
3 "[45-50)" 26 1998 0 8102
4 "[50-55)" 26 1998 3 7751
5 "[55-60)" 26 1998 0 6645
6 "[60-65)" 26 1998 2 7303
7 "[65-70)" 26 1998 2 7885
8 "[70-75)" 26 1998 13 7399
9 "[75-80)" 26 1998 0 5976
10 "[80-85)" 26 1998 8 4032
11 "[85,85+)" 26 1998 9 3537
1 "[0-40)" 27 1998 0 78841
2 "[40-45)" 27 1998 4 11110
3 "[45-50)" 27 1998 8 10139
4 "[50-55)" 27 1998 2 10571
5 "[55-60)" 27 1998 3 10158
6 "[60-65)" 27 1998 9 12955
7 "[65-70)" 27 1998 10 13915
8 "[70-75)" 27 1998 2 12992
9 "[75-80)" 27 1998 10 11182
10 "[80-85)" 27 1998 8 7991
11 "[85,85+)" 27 1998 7 7032
1 "[0-40)" 28 1998 29 1418983
2 "[40-45)" 28 1998 34 186977
3 "[45-50)" 28 1998 58 175395
4 "[50-55)" 28 1998 65 166930
5 "[55-60)" 28 1998 56 135597
6 "[60-65)" 28 1998 72 132573
7 "[65-70)" 28 1998 94 129504
8 "[70-75)" 28 1998 76 110485
9 "[75-80)" 28 1998 86 84968
10 "[80-85)" 28 1998 68 59038
11 "[85,85+)" 28 1998 107 52715
1 "[0-40)" 29 1998 4 359239
2 "[40-45)" 29 1998 7 41349
3 "[45-50)" 29 1998 9 36807
4 "[50-55)" 29 1998 11 34821
5 "[55-60)" 29 1998 13 30642
6 "[60-65)" 29 1998 21 30921
7 "[65-70)" 29 1998 29 29509
8 "[70-75)" 29 1998 17 24775
9 "[75-80)" 29 1998 16 18576
10 "[80-85)" 29 1998 8 11635
11 "[85,85+)" 29 1998 18 9227
1 "[0-40)" 30 1998 8 330675
2 "[40-45)" 30 1998 6 35390
3 "[45-50)" 30 1998 11 31200
4 "[50-55)" 30 1998 2 28969
5 "[55-60)" 30 1998 25 25753
6 "[60-65)" 30 1998 8 27515
7 "[65-70)" 30 1998 23 27666
8 "[70-75)" 30 1998 21 24236
9 "[75-80)" 30 1998 8 17310
10 "[80-85)" 30 1998 24 10986
11 "[85,85+)" 30 1998 8 8998
1 "[0-40)" 31 1998 1 138328
2 "[40-45)" 31 1998 7 18640
3 "[45-50)" 31 1998 4 17235
4 "[50-55)" 31 1998 1 16477
5 "[55-60)" 31 1998 5 13356
6 "[60-65)" 31 1998 3 13620
7 "[65-70)" 31 1998 1 14389
8 "[70-75)" 31 1998 15 13481
9 "[75-80)" 31 1998 11 11221
10 "[80-85)" 31 1998 8 7997
11 "[85,85+)" 31 1998 14 7171
1 "[0-40)" 32 1998 3 72586
2 "[40-45)" 32 1998 0 10271
3 "[45-50)" 32 1998 1 9743
4 "[50-55)" 32 1998 7 10718
5 "[55-60)" 32 1998 6 10223
6 "[60-65)" 32 1998 2 12497
7 "[65-70)" 32 1998 5 13420
8 "[70-75)" 32 1998 1 12220
9 "[75-80)" 32 1998 7 10638
10 "[80-85)" 32 1998 2 7937
11 "[85,85+)" 32 1998 7 7235
1 "[0-40)" 33 1998 6 252475
2 "[40-45)" 33 1998 6 40626
3 "[45-50)" 33 1998 8 37393
4 "[50-55)" 33 1998 6 35158
5 "[55-60)" 33 1998 2 27542
6 "[60-65)" 33 1998 26 32916
7 "[65-70)" 33 1998 19 36386
8 "[70-75)" 33 1998 28 33111
9 "[75-80)" 33 1998 16 26373
10 "[80-85)" 33 1998 31 18060
11 "[85,85+)" 33 1998 42 15818
1 "[0-40)" 34 1998 1 42736
2 "[40-45)" 34 1998 1 6066
3 "[45-50)" 34 1998 1 5104
4 "[50-55)" 34 1998 1 4655
5 "[55-60)" 34 1998 3 4084
6 "[60-65)" 34 1998 1 4828
7 "[65-70)" 34 1998 4 5860
8 "[70-75)" 34 1998 0 5689
9 "[75-80)" 34 1998 2 4511
10 "[80-85)" 34 1998 1 3176
11 "[85,85+)" 34 1998 7 2980
1 "[0-40)" 35 1998 6 261809
2 "[40-45)" 35 1998 9 28385
3 "[45-50)" 35 1998 11 24598
4 "[50-55)" 35 1998 5 21930
5 "[55-60)" 35 1998 12 18220
6 "[60-65)" 35 1998 16 18200
7 "[65-70)" 35 1998 17 16370
8 "[70-75)" 35 1998 3 12195
9 "[75-80)" 35 1998 19 8629
10 "[80-85)" 35 1998 14 6008
11 "[85,85+)" 35 1998 17 5145
1 "[0-40)" 36 1998 5 239876
2 "[40-45)" 36 1998 7 30871
3 "[45-50)" 36 1998 12 29309
4 "[50-55)" 36 1998 9 28184
5 "[55-60)" 36 1998 7 23618
6 "[60-65)" 36 1998 24 25587
7 "[65-70)" 36 1998 13 25254
8 "[70-75)" 36 1998 13 21265
9 "[75-80)" 36 1998 13 17454
10 "[80-85)" 36 1998 10 12792
11 "[85,85+)" 36 1998 13 11129
1 "[0-40)" 37 1998 0 85002
2 "[40-45)" 37 1998 1 10825
3 "[45-50)" 37 1998 8 9823
4 "[50-55)" 37 1998 5 9909
5 "[55-60)" 37 1998 3 9287
6 "[60-65)" 37 1998 10 10758
7 "[65-70)" 37 1998 5 11402
8 "[70-75)" 37 1998 16 10784
9 "[75-80)" 37 1998 6 8678
10 "[80-85)" 37 1998 9 6323
11 "[85,85+)" 37 1998 14 6327
1 "[0-40)" 38 1998 5 231815
2 "[40-45)" 38 1998 5 26635
3 "[45-50)" 38 1998 3 23400
4 "[50-55)" 38 1998 12 21921
5 "[55-60)" 38 1998 9 19355
6 "[60-65)" 38 1998 9 19548
7 "[65-70)" 38 1998 5 18156
8 "[70-75)" 38 1998 5 13825
9 "[75-80)" 38 1998 10 10211
10 "[80-85)" 38 1998 7 7373
11 "[85,85+)" 38 1998 13 6350
1 "[0-40)" 39 1998 2 134334
2 "[40-45)" 39 1998 0 19717
3 "[45-50)" 39 1998 0 17834
4 "[50-55)" 39 1998 4 15712
5 "[55-60)" 39 1998 3 12559
6 "[60-65)" 39 1998 0 14166
7 "[65-70)" 39 1998 8 15626
8 "[70-75)" 39 1998 9 14212
9 "[75-80)" 39 1998 11 11253
10 "[80-85)" 39 1998 11 8264
11 "[85,85+)" 39 1998 13 7383
1 "[0-40)" 40 1998 1 35317
2 "[40-45)" 40 1998 0 4311
3 "[45-50)" 40 1998 1 3748
4 "[50-55)" 40 1998 0 3662
5 "[55-60)" 40 1998 0 3579
6 "[60-65)" 40 1998 1 4359
7 "[65-70)" 40 1998 1 4911
8 "[70-75)" 40 1998 7 4657
9 "[75-80)" 40 1998 5 3619
10 "[80-85)" 40 1998 0 2643
11 "[85,85+)" 40 1998 3 2673
1 "[0-40)" 41 1998 6 500811
2 "[40-45)" 41 1998 13 54448
3 "[45-50)" 41 1998 20 48353
4 "[50-55)" 41 1998 29 47205
5 "[55-60)" 41 1998 24 40257
6 "[60-65)" 41 1998 18 39998
7 "[65-70)" 41 1998 19 40136
8 "[70-75)" 41 1998 23 33785
9 "[75-80)" 41 1998 35 25960
10 "[80-85)" 41 1998 19 17054
11 "[85,85+)" 41 1998 18 13324
1 "[0-40)" 42 1998 0 20364
2 "[40-45)" 42 1998 0 2674
3 "[45-50)" 42 1998 1 2260
4 "[50-55)" 42 1998 0 2227
5 "[55-60)" 42 1998 0 2168
6 "[60-65)" 42 1998 0 2896
7 "[65-70)" 42 1998 1 3268
8 "[70-75)" 42 1998 0 3123
9 "[75-80)" 42 1998 0 2615
10 "[80-85)" 42 1998 4 2006
11 "[85,85+)" 42 1998 0 2229
1 "[0-40)" 43 1998 0 150847
2 "[40-45)" 43 1998 0 19743
3 "[45-50)" 43 1998 8 18308
4 "[50-55)" 43 1998 12 17168
5 "[55-60)" 43 1998 7 14076
6 "[60-65)" 43 1998 6 15143
7 "[65-70)" 43 1998 6 16046
8 "[70-75)" 43 1998 12 14683
9 "[75-80)" 43 1998 12 11505
10 "[80-85)" 43 1998 13 7940
11 "[85,85+)" 43 1998 13 6643
1 "[0-40)" 44 1998 0 30297
2 "[40-45)" 44 1998 0 4034
3 "[45-50)" 44 1998 3 3460
4 "[50-55)" 44 1998 0 3335
5 "[55-60)" 44 1998 0 3261
6 "[60-65)" 44 1998 1 4335
7 "[65-70)" 44 1998 8 5081
8 "[70-75)" 44 1998 3 4818
9 "[75-80)" 44 1998 4 3994
10 "[80-85)" 44 1998 3 2830
11 "[85,85+)" 44 1998 4 2712
1 "[0-40)" 45 1998 5 138499
2 "[40-45)" 45 1998 2 15773
3 "[45-50)" 45 1998 7 13965
4 "[50-55)" 45 1998 3 13148
5 "[55-60)" 45 1998 2 12207
6 "[60-65)" 45 1998 2 13529
7 "[65-70)" 45 1998 7 15118
8 "[70-75)" 45 1998 8 13892
9 "[75-80)" 45 1998 4 10937
10 "[80-85)" 45 1998 3 7476
11 "[85,85+)" 45 1998 10 6756
1 "[0-40)" 46 1998 11 572468
2 "[40-45)" 46 1998 10 74036
3 "[45-50)" 46 1998 31 68726
4 "[50-55)" 46 1998 30 64992
5 "[55-60)" 46 1998 27 57447
6 "[60-65)" 46 1998 21 57405
7 "[65-70)" 46 1998 39 58109
8 "[70-75)" 46 1998 33 51998
9 "[75-80)" 46 1998 34 40415
10 "[80-85)" 46 1998 24 26680
11 "[85,85+)" 46 1998 36 20765
1 "[0-40)" 47 1998 1 129715
2 "[40-45)" 47 1998 4 17966
3 "[45-50)" 47 1998 1 16894
4 "[50-55)" 47 1998 5 16251
5 "[55-60)" 47 1998 12 13131
6 "[60-65)" 47 1998 5 12970
7 "[65-70)" 47 1998 15 12937
8 "[70-75)" 47 1998 7 11542
9 "[75-80)" 47 1998 7 9110
10 "[80-85)" 47 1998 4 6287
11 "[85,85+)" 47 1998 17 5902
1 "[0-40)" 48 1998 8 283173
2 "[40-45)" 48 1998 9 41835
3 "[45-50)" 48 1998 12 38477
4 "[50-55)" 48 1998 21 37026
5 "[55-60)" 48 1998 10 30919
6 "[60-65)" 48 1998 18 33434
7 "[65-70)" 48 1998 22 34006
8 "[70-75)" 48 1998 15 29031
9 "[75-80)" 48 1998 21 21391
10 "[80-85)" 48 1998 14 14514
11 "[85,85+)" 48 1998 33 12902
1 "[0-40)" 49 1998 1 44004
2 "[40-45)" 49 1998 0 5722
3 "[45-50)" 49 1998 1 5215
4 "[50-55)" 49 1998 0 5379
5 "[55-60)" 49 1998 2 5484
6 "[60-65)" 49 1998 0 6999
7 "[65-70)" 49 1998 10 7969
8 "[70-75)" 49 1998 9 7381
9 "[75-80)" 49 1998 0 6059
10 "[80-85)" 49 1998 4 4451
11 "[85,85+)" 49 1998 4 4269
1 "[0-40)" 50 1998 4 210321
2 "[40-45)" 50 1998 2 29326
3 "[45-50)" 50 1998 12 27543
4 "[50-55)" 50 1998 15 26837
5 "[55-60)" 50 1998 14 22484
6 "[60-65)" 50 1998 17 24513
7 "[65-70)" 50 1998 29 26235
8 "[70-75)" 50 1998 18 23847
9 "[75-80)" 50 1998 18 19684
10 "[80-85)" 50 1998 22 13106
11 "[85,85+)" 50 1998 23 11226
1 "[0-40)" 1 1999 0 72904
2 "[40-45)" 1 1999 0 10825
3 "[45-50)" 1 1999 3 9941
4 "[50-55)" 1 1999 5 9509
5 "[55-60)" 1 1999 2 7546
6 "[60-65)" 1 1999 15 6876
7 "[65-70)" 1 1999 4 6960
8 "[70-75)" 1 1999 9 6034
9 "[75-80)" 1 1999 3 4714
10 "[80-85)" 1 1999 0 3309
11 "[85,85+)" 1 1999 6 3117
1 "[0-40)" 2 1999 2 97680
2 "[40-45)" 2 1999 1 11294
3 "[45-50)" 2 1999 0 9426
4 "[50-55)" 2 1999 3 8982
5 "[55-60)" 2 1999 2 8374
6 "[60-65)" 2 1999 2 9355
7 "[65-70)" 2 1999 7 9950
8 "[70-75)" 2 1999 1 9221
9 "[75-80)" 2 1999 2 7148
10 "[80-85)" 2 1999 6 4528
11 "[85,85+)" 2 1999 7 3738
1 "[0-40)" 3 1999 6 374485
2 "[40-45)" 3 1999 8 47498
3 "[45-50)" 3 1999 15 42522
4 "[50-55)" 3 1999 18 40436
5 "[55-60)" 3 1999 16 36664
6 "[60-65)" 3 1999 26 36767
7 "[65-70)" 3 1999 23 37000
8 "[70-75)" 3 1999 12 33181
9 "[75-80)" 3 1999 29 25733
10 "[80-85)" 3 1999 18 15442
11 "[85,85+)" 3 1999 12 12280
1 "[0-40)" 4 1999 3 149891
2 "[40-45)" 4 1999 2 17257
3 "[45-50)" 4 1999 2 14056
4 "[50-55)" 4 1999 4 13093
5 "[55-60)" 4 1999 0 10829
6 "[60-65)" 4 1999 6 11339
7 "[65-70)" 4 1999 1 11893
8 "[70-75)" 4 1999 11 10234
9 "[75-80)" 4 1999 6 7586
10 "[80-85)" 4 1999 4 4665
11 "[85,85+)" 4 1999 4 4205
1 "[0-40)" 5 1999 0 37313
2 "[40-45)" 5 1999 2 5056
3 "[45-50)" 5 1999 2 4215
4 "[50-55)" 5 1999 1 4294
5 "[55-60)" 5 1999 0 4121
6 "[60-65)" 5 1999 0 4797
7 "[65-70)" 5 1999 1 5641
8 "[70-75)" 5 1999 3 5660
9 "[75-80)" 5 1999 7 4879
10 "[80-85)" 5 1999 4 3293
11 "[85,85+)" 5 1999 4 3197
1 "[0-40)" 6 1999 3 179470
2 "[40-45)" 6 1999 1 20097
3 "[45-50)" 6 1999 4 16966
4 "[50-55)" 6 1999 3 16759
5 "[55-60)" 6 1999 7 15197
6 "[60-65)" 6 1999 10 17049
7 "[65-70)" 6 1999 15 18973
8 "[70-75)" 6 1999 23 16580
9 "[75-80)" 6 1999 1 13185
10 "[80-85)" 6 1999 14 8535
11 "[85,85+)" 6 1999 8 7915
1 "[0-40)" 7 1999 4 223725
2 "[40-45)" 7 1999 14 29032
3 "[45-50)" 7 1999 5 25932
4 "[50-55)" 7 1999 4 24175
5 "[55-60)" 7 1999 12 19916
6 "[60-65)" 7 1999 16 18457
7 "[65-70)" 7 1999 12 18735
8 "[70-75)" 7 1999 17 17033
9 "[75-80)" 7 1999 14 14206
10 "[80-85)" 7 1999 14 10034
11 "[85,85+)" 7 1999 13 8611
1 "[0-40)" 8 1999 22 1217267
2 "[40-45)" 8 1999 29 169813
3 "[45-50)" 8 1999 55 159584
4 "[50-55)" 8 1999 47 155699
5 "[55-60)" 8 1999 59 129602
6 "[60-65)" 8 1999 87 125460
7 "[65-70)" 8 1999 61 130814
8 "[70-75)" 8 1999 108 116834
9 "[75-80)" 8 1999 114 94467
10 "[80-85)" 8 1999 100 62991
11 "[85,85+)" 8 1999 67 56807
1 "[0-40)" 9 1999 0 83040
2 "[40-45)" 9 1999 2 12012
3 "[45-50)" 9 1999 3 10536
4 "[50-55)" 9 1999 4 9862
5 "[55-60)" 9 1999 7 8744
6 "[60-65)" 9 1999 3 9092
7 "[65-70)" 9 1999 8 10626
8 "[70-75)" 9 1999 10 10410
9 "[75-80)" 9 1999 14 8614
10 "[80-85)" 9 1999 7 5684
11 "[85,85+)" 9 1999 7 5509
1 "[0-40)" 10 1999 2 103058
2 "[40-45)" 10 1999 0 12753
3 "[45-50)" 10 1999 2 10491
4 "[50-55)" 10 1999 8 9947
5 "[55-60)" 10 1999 1 9802
6 "[60-65)" 10 1999 6 11553
7 "[65-70)" 10 1999 3 13193
8 "[70-75)" 10 1999 5 11675
9 "[75-80)" 10 1999 10 9241
10 "[80-85)" 10 1999 5 5841
11 "[85,85+)" 10 1999 9 5534
1 "[0-40)" 11 1999 12 331281
2 "[40-45)" 11 1999 8 38129
3 "[45-50)" 11 1999 16 31897
4 "[50-55)" 11 1999 13 29542
5 "[55-60)" 11 1999 16 25622
6 "[60-65)" 11 1999 11 24902
7 "[65-70)" 11 1999 19 24036
8 "[70-75)" 11 1999 3 19432
9 "[75-80)" 11 1999 15 14699
10 "[80-85)" 11 1999 9 9289
11 "[85,85+)" 11 1999 12 7481
1 "[0-40)" 12 1999 0 120265
2 "[40-45)" 12 1999 6 15705
3 "[45-50)" 12 1999 4 14257
4 "[50-55)" 12 1999 10 13807
5 "[55-60)" 12 1999 4 12233
6 "[60-65)" 12 1999 6 11818
7 "[65-70)" 12 1999 5 12883
8 "[70-75)" 12 1999 11 11761
9 "[75-80)" 12 1999 9 9767
10 "[80-85)" 12 1999 5 6585
11 "[85,85+)" 12 1999 6 5418
1 "[0-40)" 13 1999 0 126167
2 "[40-45)" 13 1999 1 15160
3 "[45-50)" 13 1999 6 12572
4 "[50-55)" 13 1999 7 12229
5 "[55-60)" 13 1999 1 11410
6 "[60-65)" 13 1999 7 12952
7 "[65-70)" 13 1999 8 14498
8 "[70-75)" 13 1999 6 13356
9 "[75-80)" 13 1999 17 10714
10 "[80-85)" 13 1999 2 7068
11 "[85,85+)" 13 1999 23 5658
1 "[0-40)" 14 1999 5 211413
2 "[40-45)" 14 1999 4 24844
3 "[45-50)" 14 1999 12 20917
4 "[50-55)" 14 1999 9 19738
5 "[55-60)" 14 1999 5 18206
6 "[60-65)" 14 1999 6 19275
7 "[65-70)" 14 1999 16 21175
8 "[70-75)" 14 1999 9 18696
9 "[75-80)" 14 1999 6 14686
10 "[80-85)" 14 1999 15 9808
11 "[85,85+)" 14 1999 11 8283
1 "[0-40)" 15 1999 5 269326
2 "[40-45)" 15 1999 8 38270
3 "[45-50)" 15 1999 6 35994
4 "[50-55)" 15 1999 12 36595
5 "[55-60)" 15 1999 16 31905
6 "[60-65)" 15 1999 13 32705
7 "[65-70)" 15 1999 19 35263
8 "[70-75)" 15 1999 37 29531
9 "[75-80)" 15 1999 17 24013
10 "[80-85)" 15 1999 16 17692
11 "[85,85+)" 15 1999 25 15415
1 "[0-40)" 16 1999 0 47058
2 "[40-45)" 16 1999 2 5789
3 "[45-50)" 16 1999 0 4749
4 "[50-55)" 16 1999 1 4859
5 "[55-60)" 16 1999 2 5003
6 "[60-65)" 16 1999 0 6316
7 "[65-70)" 16 1999 0 7158
8 "[70-75)" 16 1999 6 6682
9 "[75-80)" 16 1999 1 5425
10 "[80-85)" 16 1999 2 3781
11 "[85,85+)" 16 1999 0 3388
1 "[0-40)" 17 1999 1 140084
2 "[40-45)" 17 1999 3 19565
3 "[45-50)" 17 1999 1 17292
4 "[50-55)" 17 1999 8 16136
5 "[55-60)" 17 1999 6 12919
6 "[60-65)" 17 1999 3 13448
7 "[65-70)" 17 1999 9 15059
8 "[70-75)" 17 1999 21 13781
9 "[75-80)" 17 1999 7 11315
10 "[80-85)" 17 1999 8 7805
11 "[85,85+)" 17 1999 12 6712
1 "[0-40)" 18 1999 6 230977
2 "[40-45)" 18 1999 2 26701
3 "[45-50)" 18 1999 6 22339
4 "[50-55)" 18 1999 12 21654
5 "[55-60)" 18 1999 6 19468
6 "[60-65)" 18 1999 7 20785
7 "[65-70)" 18 1999 8 22458
8 "[70-75)" 18 1999 14 19261
9 "[75-80)" 18 1999 3 14625
10 "[80-85)" 18 1999 9 8906
11 "[85,85+)" 18 1999 17 7119
1 "[0-40)" 19 1999 2 42359
2 "[40-45)" 19 1999 0 5427
3 "[45-50)" 19 1999 2 4655
4 "[50-55)" 19 1999 2 3921
5 "[55-60)" 19 1999 0 3483
6 "[60-65)" 19 1999 1 4038
7 "[65-70)" 19 1999 3 4691
8 "[70-75)" 19 1999 3 4436
9 "[75-80)" 19 1999 6 3825
10 "[80-85)" 19 1999 4 2623
11 "[85,85+)" 19 1999 4 2681
1 "[0-40)" 20 1999 1 165352
2 "[40-45)" 20 1999 6 24792
3 "[45-50)" 20 1999 9 23184
4 "[50-55)" 20 1999 12 22954
5 "[55-60)" 20 1999 4 18915
6 "[60-65)" 20 1999 8 18139
7 "[65-70)" 20 1999 10 19179
8 "[70-75)" 20 1999 16 16710
9 "[75-80)" 20 1999 8 13238
10 "[80-85)" 20 1999 12 9192
11 "[85,85+)" 20 1999 17 8443
1 "[0-40)" 21 1999 1 130104
2 "[40-45)" 21 1999 5 14774
3 "[45-50)" 21 1999 2 12501
4 "[50-55)" 21 1999 2 12156
5 "[55-60)" 21 1999 7 10587
6 "[60-65)" 21 1999 12 10777
7 "[65-70)" 21 1999 8 11687
8 "[70-75)" 21 1999 4 9686
9 "[75-80)" 21 1999 10 7750
10 "[80-85)" 21 1999 11 5525
11 "[85,85+)" 21 1999 3 4476
1 "[0-40)" 22 1999 0 46708
2 "[40-45)" 22 1999 0 6790
3 "[45-50)" 22 1999 1 5959
4 "[50-55)" 22 1999 1 5621
5 "[55-60)" 22 1999 0 5140
6 "[60-65)" 22 1999 0 5532
7 "[65-70)" 22 1999 8 6783
8 "[70-75)" 22 1999 8 6597
9 "[75-80)" 22 1999 7 5691
10 "[80-85)" 22 1999 3 3888
11 "[85,85+)" 22 1999 3 3643
1 "[0-40)" 23 1999 2 178150
2 "[40-45)" 23 1999 1 20289
3 "[45-50)" 23 1999 5 16454
4 "[50-55)" 23 1999 4 15662
5 "[55-60)" 23 1999 10 14856
6 "[60-65)" 23 1999 0 17411
7 "[65-70)" 23 1999 24 18543
8 "[70-75)" 23 1999 7 16281
9 "[75-80)" 23 1999 10 12122
10 "[80-85)" 23 1999 9 7668
11 "[85,85+)" 23 1999 6 6311
1 "[0-40)" 24 1999 3 114970
2 "[40-45)" 24 1999 10 16796
3 "[45-50)" 24 1999 3 14251
4 "[50-55)" 24 1999 6 13800
5 "[55-60)" 24 1999 4 13105
6 "[60-65)" 24 1999 8 15330
7 "[65-70)" 24 1999 11 18149
8 "[70-75)" 24 1999 23 16576
9 "[75-80)" 24 1999 6 13326
10 "[80-85)" 24 1999 6 8895
11 "[85,85+)" 24 1999 17 8357
1 "[0-40)" 25 1999 2 86165
2 "[40-45)" 25 1999 6 12027
3 "[45-50)" 25 1999 1 10676
4 "[50-55)" 25 1999 4 10325
5 "[55-60)" 25 1999 4 8710
6 "[60-65)" 25 1999 8 9229
7 "[65-70)" 25 1999 19 11172
8 "[70-75)" 25 1999 11 10460
9 "[75-80)" 25 1999 7 8801
10 "[80-85)" 25 1999 8 6068
11 "[85,85+)" 25 1999 7 5134
1 "[0-40)" 26 1999 1 65584
2 "[40-45)" 26 1999 0 9494
3 "[45-50)" 26 1999 1 8262
4 "[50-55)" 26 1999 4 7878
5 "[55-60)" 26 1999 0 6861
6 "[60-65)" 26 1999 1 6965
7 "[65-70)" 26 1999 2 7915
8 "[70-75)" 26 1999 11 7431
9 "[75-80)" 26 1999 15 6236
10 "[80-85)" 26 1999 5 4107
11 "[85,85+)" 26 1999 7 3688
1 "[0-40)" 27 1999 0 77342
2 "[40-45)" 27 1999 1 11432
3 "[45-50)" 27 1999 1 10199
4 "[50-55)" 27 1999 3 10410
5 "[55-60)" 27 1999 3 10168
6 "[60-65)" 27 1999 18 12235
7 "[65-70)" 27 1999 2 13954
8 "[70-75)" 27 1999 11 13022
9 "[75-80)" 27 1999 11 11436
10 "[80-85)" 27 1999 19 8158
11 "[85,85+)" 27 1999 6 7303
1 "[0-40)" 28 1999 26 1418928
2 "[40-45)" 28 1999 38 192569
3 "[45-50)" 28 1999 40 176957
4 "[50-55)" 28 1999 64 170957
5 "[55-60)" 28 1999 80 140642
6 "[60-65)" 28 1999 76 130344
7 "[65-70)" 28 1999 78 130798
8 "[70-75)" 28 1999 73 113006
9 "[75-80)" 28 1999 71 88367
10 "[80-85)" 28 1999 66 60123
11 "[85,85+)" 28 1999 93 54995
1 "[0-40)" 29 1999 13 360271
2 "[40-45)" 29 1999 7 43113
3 "[45-50)" 29 1999 10 37844
4 "[50-55)" 29 1999 16 35688
5 "[55-60)" 29 1999 21 31663
6 "[60-65)" 29 1999 19 30807
7 "[65-70)" 29 1999 17 30028
8 "[70-75)" 29 1999 19 25425
9 "[75-80)" 29 1999 13 19422
10 "[80-85)" 29 1999 13 11921
11 "[85,85+)" 29 1999 14 9584
1 "[0-40)" 30 1999 3 331763
2 "[40-45)" 30 1999 4 37156
3 "[45-50)" 30 1999 6 31800
4 "[50-55)" 30 1999 24 29734
5 "[55-60)" 30 1999 17 25918
6 "[60-65)" 30 1999 16 27125
7 "[65-70)" 30 1999 16 27843
8 "[70-75)" 30 1999 19 24793
9 "[75-80)" 30 1999 20 18364
10 "[80-85)" 30 1999 18 11282
11 "[85,85+)" 30 1999 19 9342
1 "[0-40)" 31 1999 3 137880
2 "[40-45)" 31 1999 3 19158
3 "[45-50)" 31 1999 2 17387
4 "[50-55)" 31 1999 4 16842
5 "[55-60)" 31 1999 2 13926
6 "[60-65)" 31 1999 6 13214
7 "[65-70)" 31 1999 3 14397
8 "[70-75)" 31 1999 13 13601
9 "[75-80)" 31 1999 8 11588
10 "[80-85)" 31 1999 5 8173
11 "[85,85+)" 31 1999 6 7531
1 "[0-40)" 32 1999 2 71505
2 "[40-45)" 32 1999 1 10539
3 "[45-50)" 32 1999 0 9717
4 "[50-55)" 32 1999 4 10600
5 "[55-60)" 32 1999 8 10406
6 "[60-65)" 32 1999 6 11845
7 "[65-70)" 32 1999 9 13573
8 "[70-75)" 32 1999 7 12262
9 "[75-80)" 32 1999 9 10870
10 "[80-85)" 32 1999 3 8007
11 "[85,85+)" 32 1999 3 7599
1 "[0-40)" 33 1999 4 247151
2 "[40-45)" 33 1999 3 41323
3 "[45-50)" 33 1999 4 37854
4 "[50-55)" 33 1999 12 36098
5 "[55-60)" 33 1999 6 28492
6 "[60-65)" 33 1999 18 31000
7 "[65-70)" 33 1999 31 36300
8 "[70-75)" 33 1999 23 33544
