"Age.group" "Age.label" "Province" "Year" "Obs" "Pop"
5 "[55-60)" 7 1997 10 18143
6 "[60-65)" 7 1997 15 18731
7 "[65-70)" 7 1997 10 18229
8 "[70-75)" 7 1997 10 16585
9 "[75-80)" 7 1997 7 13377
10 "[80-85)" 7 1997 8 9638
11 "[85,85+)" 7 1997 28 7881
1 "[0-40)" 8 1997 33 1231589
2 "[40-45)" 8 1997 30 163794
3 "[45-50)" 8 1997 45 159396
4 "[50-55)" 8 1997 53 149286
5 "[55-60)" 8 1997 69 122784
6 "[60-65)" 8 1997 65 132940
7 "[65-70)" 8 1997 87 129020
8 "[70-75)" 8 1997 132 113766
9 "[75-80)" 8 1997 90 87407
10 "[80-85)" 8 1997 61 61089
11 "[85,85+)" 8 1997 65 52416
1 "[0-40)" 9 1997 0 85604
2 "[40-45)" 9 1997 1 11349
3 "[45-50)" 9 1997 8 10321
4 "[50-55)" 9 1997 8 9511
5 "[55-60)" 9 1997 16 8458
6 "[60-65)" 9 1997 4 10062
7 "[65-70)" 9 1997 9 10830
8 "[70-75)" 9 1997 12 10271
9 "[75-80)" 9 1997 4 7788
10 "[80-85)" 9 1997 11 5584
11 "[85,85+)" 9 1997 4 5026
1 "[0-40)" 10 1997 6 106061
2 "[40-45)" 10 1997 0 11561
3 "[45-50)" 10 1997 1 10131
4 "[50-55)" 10 1997 5 9999
5 "[55-60)" 10 1997 0 9934
6 "[60-65)" 10 1997 6 12833
7 "[65-70)" 10 1997 9 12898
8 "[70-75)" 10 1997 1 11292
9 "[75-80)" 10 1997 8 8449
10 "[80-85)" 10 1997 8 5860
11 "[85,85+)" 10 1997 13 5309
1 "[0-40)" 11 1997 1 338072
2 "[40-45)" 11 1997 19 35627
3 "[45-50)" 11 1997 5 30793
4 "[50-55)" 11 1997 6 28479
5 "[55-60)" 11 1997 3 24586
6 "[60-65)" 11 1997 12 25588
7 "[65-70)" 11 1997 23 22949
8 "[70-75)" 11 1997 10 18390
9 "[75-80)" 11 1997 12 13777
10 "[80-85)" 11 1997 8 9002
11 "[85,85+)" 11 1997 6 7047
1 "[0-40)" 12 1997 7 120466
2 "[40-45)" 12 1997 0 14871
3 "[45-50)" 12 1997 6 14013
4 "[50-55)" 12 1997 5 13383
5 "[55-60)" 12 1997 1 11644
6 "[60-65)" 12 1997 7 12487
7 "[65-70)" 12 1997 7 12770
8 "[70-75)" 12 1997 7 11593
9 "[75-80)" 12 1997 12 9072
10 "[80-85)" 12 1997 7 6421
11 "[85,85+)" 12 1997 6 5035
1 "[0-40)" 13 1997 5 129110
2 "[40-45)" 13 1997 0 13652
3 "[45-50)" 13 1997 1 12500
4 "[50-55)" 13 1997 8 11916
5 "[55-60)" 13 1997 8 11682
6 "[60-65)" 13 1997 6 13987
7 "[65-70)" 13 1997 8 14609
8 "[70-75)" 13 1997 6 12928
9 "[75-80)" 13 1997 6 9962
10 "[80-85)" 13 1997 4 6901
11 "[85,85+)" 13 1997 6 5231
1 "[0-40)" 14 1997 1 216511
2 "[40-45)" 14 1997 3 22943
3 "[45-50)" 14 1997 11 20161
4 "[50-55)" 14 1997 15 19672
5 "[55-60)" 14 1997 7 17996
6 "[60-65)" 14 1997 11 20712
7 "[65-70)" 14 1997 12 20969
8 "[70-75)" 14 1997 7 17949
9 "[75-80)" 14 1997 15 13712
10 "[80-85)" 14 1997 7 9703
11 "[85,85+)" 14 1997 9 7764
1 "[0-40)" 15 1997 4 276877
2 "[40-45)" 15 1997 3 36771
3 "[45-50)" 15 1997 18 36230
4 "[50-55)" 15 1997 13 35529
5 "[55-60)" 15 1997 9 30356
6 "[60-65)" 15 1997 17 35436
7 "[65-70)" 15 1997 22 33629
8 "[70-75)" 15 1997 17 28269
9 "[75-80)" 15 1997 18 23119
10 "[80-85)" 15 1997 20 16861
11 "[85,85+)" 15 1997 20 14341
1 "[0-40)" 16 1997 2 48326
2 "[40-45)" 16 1997 2 5195
3 "[45-50)" 16 1997 1 4729
4 "[50-55)" 16 1997 0 4950
5 "[55-60)" 16 1997 3 5284
6 "[60-65)" 16 1997 0 6788
7 "[65-70)" 16 1997 5 7236
8 "[70-75)" 16 1997 10 6541
9 "[75-80)" 16 1997 1 5030
10 "[80-85)" 16 1997 6 3720
11 "[85,85+)" 16 1997 1 3095
1 "[0-40)" 17 1997 1 139509
2 "[40-45)" 17 1997 11 18100
3 "[45-50)" 17 1997 9 16448
4 "[50-55)" 17 1997 1 14912
5 "[55-60)" 17 1997 12 12075
6 "[60-65)" 17 1997 13 14476
7 "[65-70)" 17 1997 12 14931
8 "[70-75)" 17 1997 12 13403
9 "[75-80)" 17 1997 29 10447
10 "[80-85)" 17 1997 10 7443
11 "[85,85+)" 17 1997 26 6172
1 "[0-40)" 18 1997 4 235056
2 "[40-45)" 18 1997 5 24349
3 "[45-50)" 18 1997 3 21849
4 "[50-55)" 18 1997 9 21109
5 "[55-60)" 18 1997 4 19349
6 "[60-65)" 18 1997 8 22243
7 "[65-70)" 18 1997 6 21977
8 "[70-75)" 18 1997 16 18404
9 "[75-80)" 18 1997 10 13428
10 "[80-85)" 18 1997 10 8666
11 "[85,85+)" 18 1997 9 6628
1 "[0-40)" 19 1997 0 41212
2 "[40-45)" 19 1997 0 4800
3 "[45-50)" 19 1997 0 4243
4 "[50-55)" 19 1997 0 3585
5 "[55-60)" 19 1997 1 3469
6 "[60-65)" 19 1997 0 4353
7 "[65-70)" 19 1997 8 4654
8 "[70-75)" 19 1997 2 4357
9 "[75-80)" 19 1997 2 3485
10 "[80-85)" 19 1997 4 2550
11 "[85,85+)" 19 1997 3 2452
1 "[0-40)" 20 1997 0 170225
2 "[40-45)" 20 1997 1 23889
3 "[45-50)" 20 1997 11 23209
4 "[50-55)" 20 1997 5 21997
5 "[55-60)" 20 1997 8 17654
6 "[60-65)" 20 1997 9 19365
7 "[65-70)" 20 1997 18 18747
8 "[70-75)" 20 1997 20 15954
9 "[75-80)" 20 1997 13 12240
10 "[80-85)" 20 1997 4 8923
11 "[85,85+)" 20 1997 20 7699
1 "[0-40)" 21 1997 1 131545
2 "[40-45)" 21 1997 4 13685
3 "[45-50)" 21 1997 4 12247
4 "[50-55)" 21 1997 1 11779
5 "[55-60)" 21 1997 3 10311
6 "[60-65)" 21 1997 3 11600
7 "[65-70)" 21 1997 9 11235
8 "[70-75)" 21 1997 9 9418
9 "[75-80)" 21 1997 8 7457
10 "[80-85)" 21 1997 13 5520
11 "[85,85+)" 21 1997 7 4186
1 "[0-40)" 22 1997 0 47858
2 "[40-45)" 22 1997 0 6365
3 "[45-50)" 22 1997 1 5760
4 "[50-55)" 22 1997 1 5508
5 "[55-60)" 22 1997 1 4977
6 "[60-65)" 22 1997 0 6257
7 "[65-70)" 22 1997 7 6938
8 "[70-75)" 22 1997 2 6589
9 "[75-80)" 22 1997 4 5316
10 "[80-85)" 22 1997 9 3817
11 "[85,85+)" 22 1997 7 3359
1 "[0-40)" 23 1997 5 182164
2 "[40-45)" 23 1997 12 18365
3 "[45-50)" 23 1997 4 15994
4 "[50-55)" 23 1997 5 15634
5 "[55-60)" 23 1997 7 15418
6 "[60-65)" 23 1997 7 18524
7 "[65-70)" 23 1997 6 18413
8 "[70-75)" 23 1997 5 15304
9 "[75-80)" 23 1997 11 11176
10 "[80-85)" 23 1997 9 7451
11 "[85,85+)" 23 1997 8 5952
1 "[0-40)" 24 1997 2 120574
2 "[40-45)" 24 1997 5 15579
3 "[45-50)" 24 1997 7 13994
4 "[50-55)" 24 1997 16 13710
5 "[55-60)" 24 1997 5 13282
6 "[60-65)" 24 1997 4 17244
7 "[65-70)" 24 1997 18 18057
8 "[70-75)" 24 1997 15 16131
9 "[75-80)" 24 1997 5 12163
10 "[80-85)" 24 1997 2 8727
11 "[85,85+)" 24 1997 5 7547
1 "[0-40)" 25 1997 2 87355
2 "[40-45)" 25 1997 1 11252
3 "[45-50)" 25 1997 5 10530
4 "[50-55)" 25 1997 8 9854
5 "[55-60)" 25 1997 8 8314
6 "[60-65)" 25 1997 10 10379
7 "[65-70)" 25 1997 11 11257
8 "[70-75)" 25 1997 9 10383
9 "[75-80)" 25 1997 5 8302
10 "[80-85)" 25 1997 7 5775
11 "[85,85+)" 25 1997 3 4667
1 "[0-40)" 26 1997 0 66264
2 "[40-45)" 26 1997 3 8838
3 "[45-50)" 26 1997 2 8029
4 "[50-55)" 26 1997 2 7610
5 "[55-60)" 26 1997 8 6505
6 "[60-65)" 26 1997 8 7631
7 "[65-70)" 26 1997 4 7855
8 "[70-75)" 26 1997 7 7343
9 "[75-80)" 26 1997 4 5712
10 "[80-85)" 26 1997 0 3994
11 "[85,85+)" 26 1997 2 3386
1 "[0-40)" 27 1997 0 80410
2 "[40-45)" 27 1997 2 10809
3 "[45-50)" 27 1997 5 10150
4 "[50-55)" 27 1997 3 10641
5 "[55-60)" 27 1997 1 10296
6 "[60-65)" 27 1997 2 13565
7 "[65-70)" 27 1997 3 13846
8 "[70-75)" 27 1997 5 12998
9 "[75-80)" 27 1997 5 10929
10 "[80-85)" 27 1997 2 7840
11 "[85,85+)" 27 1997 5 6777
1 "[0-40)" 28 1997 41 1425332
2 "[40-45)" 28 1997 31 182338
3 "[45-50)" 28 1997 39 175031
4 "[50-55)" 28 1997 86 162466
5 "[55-60)" 28 1997 48 131935
6 "[60-65)" 28 1997 79 134911
7 "[65-70)" 28 1997 80 128072
8 "[70-75)" 28 1997 83 108000
9 "[75-80)" 28 1997 70 81604
10 "[80-85)" 28 1997 57 58325
11 "[85,85+)" 28 1997 75 50312
1 "[0-40)" 29 1997 9 358338
2 "[40-45)" 29 1997 6 39679
3 "[45-50)" 29 1997 1 36107
4 "[50-55)" 29 1997 18 33811
5 "[55-60)" 29 1997 23 29934
6 "[60-65)" 29 1997 26 30913
7 "[65-70)" 29 1997 26 28891
8 "[70-75)" 29 1997 18 24157
9 "[75-80)" 29 1997 24 17716
10 "[80-85)" 29 1997 2 11457
11 "[85,85+)" 29 1997 11 8829
1 "[0-40)" 30 1997 4 329817
2 "[40-45)" 30 1997 7 33915
3 "[45-50)" 30 1997 9 30765
4 "[50-55)" 30 1997 13 28149
5 "[55-60)" 30 1997 15 25755
6 "[60-65)" 30 1997 20 27914
7 "[65-70)" 30 1997 23 27423
8 "[70-75)" 30 1997 29 23535
9 "[75-80)" 30 1997 18 16363
10 "[80-85)" 30 1997 4 10786
11 "[85,85+)" 30 1997 9 8681
1 "[0-40)" 31 1997 4 138936
2 "[40-45)" 31 1997 1 18157
3 "[45-50)" 31 1997 6 17182
4 "[50-55)" 31 1997 9 15985
5 "[55-60)" 31 1997 7 12965
6 "[60-65)" 31 1997 22 14001
7 "[65-70)" 31 1997 10 14369
8 "[70-75)" 31 1997 11 13347
9 "[75-80)" 31 1997 16 10830
10 "[80-85)" 31 1997 8 7879
11 "[85,85+)" 31 1997 13 6820
1 "[0-40)" 32 1997 2 73721
2 "[40-45)" 32 1997 0 10021
3 "[45-50)" 32 1997 3 9838
4 "[50-55)" 32 1997 1 10744
5 "[55-60)" 32 1997 4 10184
6 "[60-65)" 32 1997 3 13045
7 "[65-70)" 32 1997 8 13240
8 "[70-75)" 32 1997 3 12210
9 "[75-80)" 32 1997 11 10406
10 "[80-85)" 32 1997 5 7884
11 "[85,85+)" 32 1997 15 6887
1 "[0-40)" 33 1997 9 257855
2 "[40-45)" 33 1997 7 39754
3 "[45-50)" 33 1997 8 37195
4 "[50-55)" 33 1997 4 33796
5 "[55-60)" 33 1997 5 27345
6 "[60-65)" 33 1997 24 34588
7 "[65-70)" 33 1997 16 36300
8 "[70-75)" 33 1997 16 32612
9 "[75-80)" 33 1997 15 25361
10 "[80-85)" 33 1997 18 17806
11 "[85,85+)" 33 1997 12 15151
1 "[0-40)" 34 1997 1 43741
2 "[40-45)" 34 1997 4 5803
3 "[45-50)" 34 1997 2 5008
4 "[50-55)" 34 1997 0 4595
5 "[55-60)" 34 1997 2 4024
6 "[60-65)" 34 1997 3 5162
7 "[65-70)" 34 1997 0 5968
8 "[70-75)" 34 1997 3 5638
9 "[75-80)" 34 1997 0 4315
10 "[80-85)" 34 1997 1 3167
11 "[85,85+)" 34 1997 8 2867
1 "[0-40)" 35 1997 6 259389
2 "[40-45)" 35 1997 7 27324
3 "[45-50)" 35 1997 6 23811
4 "[50-55)" 35 1997 13 21172
5 "[55-60)" 35 1997 7 17643
6 "[60-65)" 35 1997 19 18374
7 "[65-70)" 35 1997 11 15551
8 "[70-75)" 35 1997 8 11716
9 "[75-80)" 35 1997 9 8251
10 "[80-85)" 35 1997 12 5950
11 "[85,85+)" 35 1997 18 4910
1 "[0-40)" 36 1997 0 242918
2 "[40-45)" 36 1997 7 30339
3 "[45-50)" 36 1997 3 29314
4 "[50-55)" 36 1997 8 27518
5 "[55-60)" 36 1997 10 23149
6 "[60-65)" 36 1997 9 26362
7 "[65-70)" 36 1997 24 24588
8 "[70-75)" 36 1997 13 20897
9 "[75-80)" 36 1997 11 17058
10 "[80-85)" 36 1997 9 12577
11 "[85,85+)" 36 1997 21 10674
1 "[0-40)" 37 1997 3 86566
2 "[40-45)" 37 1997 2 10417
3 "[45-50)" 37 1997 2 9844
4 "[50-55)" 37 1997 10 9851
5 "[55-60)" 37 1997 3 9267
6 "[60-65)" 37 1997 10 11143
7 "[65-70)" 37 1997 7 11384
8 "[70-75)" 37 1997 5 10701
9 "[75-80)" 37 1997 7 8338
10 "[80-85)" 37 1997 10 6331
11 "[85,85+)" 37 1997 5 6055
1 "[0-40)" 38 1997 2 230359
2 "[40-45)" 38 1997 3 25671
3 "[45-50)" 38 1997 7 22723
4 "[50-55)" 38 1997 2 21486
5 "[55-60)" 38 1997 5 18692
6 "[60-65)" 38 1997 7 19698
7 "[65-70)" 38 1997 6 17336
8 "[70-75)" 38 1997 12 13344
9 "[75-80)" 38 1997 5 9783
10 "[80-85)" 38 1997 14 7368
11 "[85,85+)" 38 1997 9 5999
1 "[0-40)" 39 1997 4 136140
2 "[40-45)" 39 1997 1 19171
3 "[45-50)" 39 1997 1 17542
4 "[50-55)" 39 1997 1 15035
5 "[55-60)" 39 1997 9 12360
6 "[60-65)" 39 1997 8 14801
7 "[65-70)" 39 1997 4 15599
8 "[70-75)" 39 1997 12 13959
9 "[75-80)" 39 1997 9 10885
10 "[80-85)" 39 1997 12 8205
11 "[85,85+)" 39 1997 9 7042
1 "[0-40)" 40 1997 1 35651
2 "[40-45)" 40 1997 1 4100
3 "[45-50)" 40 1997 1 3728
4 "[50-55)" 40 1997 1 3646
5 "[55-60)" 40 1997 1 3618
6 "[60-65)" 40 1997 5 4566
7 "[65-70)" 40 1997 3 4955
8 "[70-75)" 40 1997 0 4574
9 "[75-80)" 40 1997 4 3453
10 "[80-85)" 40 1997 1 2654
11 "[85,85+)" 40 1997 12 2564
1 "[0-40)" 41 1997 26 503652
2 "[40-45)" 41 1997 15 52758
3 "[45-50)" 41 1997 20 47926
4 "[50-55)" 41 1997 38 46573
5 "[55-60)" 41 1997 18 39316
6 "[60-65)" 41 1997 22 40844
7 "[65-70)" 41 1997 34 39418
8 "[70-75)" 41 1997 23 33232
9 "[75-80)" 41 1997 21 25099
10 "[80-85)" 41 1997 21 16900
11 "[85,85+)" 41 1997 15 12745
1 "[0-40)" 42 1997 3 20639
2 "[40-45)" 42 1997 0 2569
3 "[45-50)" 42 1997 0 2239
4 "[50-55)" 42 1997 0 2226
5 "[55-60)" 42 1997 0 2199
6 "[60-65)" 42 1997 4 3070
7 "[65-70)" 42 1997 0 3289
8 "[70-75)" 42 1997 7 3119
9 "[75-80)" 42 1997 0 2525
10 "[80-85)" 42 1997 4 2036
11 "[85,85+)" 42 1997 4 2147
1 "[0-40)" 43 1997 3 150866
2 "[40-45)" 43 1997 3 19144
3 "[45-50)" 43 1997 4 17940
4 "[50-55)" 43 1997 5 16579
5 "[55-60)" 43 1997 4 13588
6 "[60-65)" 43 1997 7 15570
7 "[65-70)" 43 1997 11 15946
8 "[70-75)" 43 1997 7 14450
9 "[75-80)" 43 1997 13 11084
10 "[80-85)" 43 1997 19 7786
11 "[85,85+)" 43 1997 8 6362
1 "[0-40)" 44 1997 3 30736
2 "[40-45)" 44 1997 1 3911
3 "[45-50)" 44 1997 1 3411
4 "[50-55)" 44 1997 5 3311
5 "[55-60)" 44 1997 1 3323
6 "[60-65)" 44 1997 2 4639
7 "[65-70)" 44 1997 9 5104
8 "[70-75)" 44 1997 3 4809
9 "[75-80)" 44 1997 3 3853
10 "[80-85)" 44 1997 4 2866
11 "[85,85+)" 44 1997 3 2616
1 "[0-40)" 45 1997 0 138411
2 "[40-45)" 45 1997 5 15042
3 "[45-50)" 45 1997 2 13788
4 "[50-55)" 45 1997 1 12908
5 "[55-60)" 45 1997 7 12126
6 "[60-65)" 45 1997 5 13990
7 "[65-70)" 45 1997 3 15124
8 "[70-75)" 45 1997 5 13662
9 "[75-80)" 45 1997 8 10443
10 "[80-85)" 45 1997 9 7495
11 "[85,85+)" 45 1997 15 6465
1 "[0-40)" 46 1997 11 578577
2 "[40-45)" 46 1997 28 72285
3 "[45-50)" 46 1997 30 68470
4 "[50-55)" 46 1997 26 63837
5 "[55-60)" 46 1997 22 56621
6 "[60-65)" 46 1997 33 58552
7 "[65-70)" 46 1997 35 57862
8 "[70-75)" 46 1997 52 51175
9 "[75-80)" 46 1997 45 38915
10 "[80-85)" 46 1997 36 26435
11 "[85,85+)" 46 1997 27 19887
1 "[0-40)" 47 1997 4 131638
2 "[40-45)" 47 1997 2 17578
3 "[45-50)" 47 1997 3 16911
4 "[50-55)" 47 1997 8 15906
5 "[55-60)" 47 1997 4 12702
6 "[60-65)" 47 1997 8 13214
7 "[65-70)" 47 1997 11 12811
8 "[70-75)" 47 1997 18 11359
9 "[75-80)" 47 1997 15 8665
10 "[80-85)" 47 1997 9 6288
11 "[85,85+)" 47 1997 21 5657
1 "[0-40)" 48 1997 6 288793
2 "[40-45)" 48 1997 7 40773
3 "[45-50)" 48 1997 3 38458
4 "[50-55)" 48 1997 12 36235
5 "[55-60)" 48 1997 23 30576
6 "[60-65)" 48 1997 27 34635
7 "[65-70)" 48 1997 14 33548
8 "[70-75)" 48 1997 19 28190
9 "[75-80)" 48 1997 25 20306
10 "[80-85)" 48 1997 21 14287
11 "[85,85+)" 48 1997 21 12360
1 "[0-40)" 49 1997 1 44914
2 "[40-45)" 49 1997 0 5491
3 "[45-50)" 49 1997 1 5209
4 "[50-55)" 49 1997 1 5411
5 "[55-60)" 49 1997 1 5632
6 "[60-65)" 49 1997 1 7318
7 "[65-70)" 49 1997 4 7988
8 "[70-75)" 49 1997 2 7297
9 "[75-80)" 49 1997 1 5846
10 "[80-85)" 49 1997 4 4492
11 "[85,85+)" 49 1997 5 4074
1 "[0-40)" 50 1997 10 212305
2 "[40-45)" 50 1997 3 28593
3 "[45-50)" 50 1997 11 27544
4 "[50-55)" 50 1997 13 26280
5 "[55-60)" 50 1997 6 22063
6 "[60-65)" 50 1997 21 25502
7 "[65-70)" 50 1997 27 26124
8 "[70-75)" 50 1997 18 23696
9 "[75-80)" 50 1997 15 18897
10 "[80-85)" 50 1997 21 12862
11 "[85,85+)" 50 1997 22 10766
1 "[0-40)" 1 1998 1 73703
2 "[40-45)" 1 1998 0 10567
3 "[45-50)" 1 1998 0 9827
4 "[50-55)" 1 1998 3 9273
5 "[55-60)" 1 1998 4 7171
6 "[60-65)" 1 1998 1 7037
7 "[65-70)" 1 1998 2 6814
8 "[70-75)" 1 1998 3 5901
9 "[75-80)" 1 1998 4 4490
10 "[80-85)" 1 1998 5 3229
11 "[85,85+)" 1 1998 5 2953
1 "[0-40)" 2 1998 6 98121
2 "[40-45)" 2 1998 0 10732
3 "[45-50)" 2 1998 3 9275
4 "[50-55)" 2 1998 15 8870
5 "[55-60)" 2 1998 1 8382
6 "[60-65)" 2 1998 2 9626
7 "[65-70)" 2 1998 8 9990
8 "[70-75)" 2 1998 13 9014
9 "[75-80)" 2 1998 6 6820
10 "[80-85)" 2 1998 1 4448
11 "[85,85+)" 2 1998 3 3568
1 "[0-40)" 3 1998 6 372616
2 "[40-45)" 3 1998 10 45510
3 "[45-50)" 3 1998 9 41554
4 "[50-55)" 3 1998 4 39175
5 "[55-60)" 3 1998 16 35682
6 "[60-65)" 3 1998 24 36618
7 "[65-70)" 3 1998 35 36595
8 "[70-75)" 3 1998 30 32527
9 "[75-80)" 3 1998 17 24438
10 "[80-85)" 3 1998 18 14814
11 "[85,85+)" 3 1998 23 11749
1 "[0-40)" 4 1998 3 149066
2 "[40-45)" 4 1998 2 16419
3 "[45-50)" 4 1998 1 13700
4 "[50-55)" 4 1998 2 12579
5 "[55-60)" 4 1998 2 10652
6 "[60-65)" 4 1998 7 11621
7 "[65-70)" 4 1998 2 11741
8 "[70-75)" 4 1998 6 9942
9 "[75-80)" 4 1998 5 7198
10 "[80-85)" 4 1998 8 4606
11 "[85,85+)" 4 1998 5 4114
1 "[0-40)" 5 1998 0 38120
2 "[40-45)" 5 1998 4 4847
3 "[45-50)" 5 1998 0 4217
4 "[50-55)" 5 1998 1 4277
5 "[55-60)" 5 1998 0 4123
6 "[60-65)" 5 1998 1 5071
7 "[65-70)" 5 1998 7 5699
8 "[70-75)" 5 1998 6 5691
9 "[75-80)" 5 1998 8 4656
10 "[80-85)" 5 1998 5 3261
11 "[85,85+)" 5 1998 4 3081
1 "[0-40)" 6 1998 4 181313
2 "[40-45)" 6 1998 6 19191
3 "[45-50)" 6 1998 5 16795
4 "[50-55)" 6 1998 10 16644
5 "[55-60)" 6 1998 11 15087
6 "[60-65)" 6 1998 19 17986
7 "[65-70)" 6 1998 5 18737
8 "[70-75)" 6 1998 4 16388
9 "[75-80)" 6 1998 25 12763
10 "[80-85)" 6 1998 12 8404
11 "[85,85+)" 6 1998 15 7788
1 "[0-40)" 7 1998 5 218753
2 "[40-45)" 7 1998 8 27753
3 "[45-50)" 7 1998 8 25176
4 "[50-55)" 7 1998 11 23252
5 "[55-60)" 7 1998 2 18870
6 "[60-65)" 7 1998 22 18581
7 "[65-70)" 7 1998 12 18445
8 "[70-75)" 7 1998 11 16797
9 "[75-80)" 7 1998 28 13786
10 "[80-85)" 7 1998 14 9813
11 "[85,85+)" 7 1998 24 8244
1 "[0-40)" 8 1998 26 1223588
2 "[40-45)" 8 1998 35 166610
3 "[45-50)" 8 1998 49 159132
4 "[50-55)" 8 1998 72 152807
5 "[55-60)" 8 1998 56 125583
6 "[60-65)" 8 1998 95 129328
7 "[65-70)" 8 1998 108 130080
8 "[70-75)" 8 1998 94 115403
9 "[75-80)" 8 1998 88 91034
10 "[80-85)" 8 1998 75 61803
11 "[85,85+)" 8 1998 110 54651
1 "[0-40)" 9 1998 1 84338
2 "[40-45)" 9 1998 2 11676
3 "[45-50)" 9 1998 1 10398
4 "[50-55)" 9 1998 3 9700
5 "[55-60)" 9 1998 3 8549
6 "[60-65)" 9 1998 7 9605
7 "[65-70)" 9 1998 8 10743
8 "[70-75)" 9 1998 4 10356
9 "[75-80)" 9 1998 4 8201
10 "[80-85)" 9 1998 10 5613
11 "[85,85+)" 9 1998 13 5276
1 "[0-40)" 10 1998 1 104628
2 "[40-45)" 10 1998 9 12125
3 "[45-50)" 10 1998 0 10280
4 "[50-55)" 10 1998 3 9980
5 "[55-60)" 10 1998 6 9792
6 "[60-65)" 10 1998 6 12265
7 "[65-70)" 10 1998 2 13058
8 "[70-75)" 10 1998 6 11487
9 "[75-80)" 10 1998 4 8855
10 "[80-85)" 10 1998 11 5800
11 "[85,85+)" 10 1998 4 5458
1 "[0-40)" 11 1998 5 334600
2 "[40-45)" 11 1998 7 36838
3 "[45-50)" 11 1998 14 31202
4 "[50-55)" 11 1998 8 29071
5 "[55-60)" 11 1998 6 24975
6 "[60-65)" 11 1998 13 25295
7 "[65-70)" 11 1998 5 23532
8 "[70-75)" 11 1998 21 18898
9 "[75-80)" 11 1998 8 14243
10 "[80-85)" 11 1998 14 9105
11 "[85,85+)" 11 1998 5 7280
1 "[0-40)" 12 1998 3 120112
2 "[40-45)" 12 1998 4 15244
3 "[45-50)" 12 1998 4 14097
4 "[50-55)" 12 1998 5 13586
5 "[55-60)" 12 1998 3 11925
6 "[60-65)" 12 1998 8 12114
7 "[65-70)" 12 1998 6 12837
8 "[70-75)" 12 1998 12 11683
9 "[75-80)" 12 1998 8 9423
10 "[80-85)" 12 1998 2 6472
11 "[85,85+)" 12 1998 2 5226
1 "[0-40)" 13 1998 4 127655
2 "[40-45)" 13 1998 6 14352
3 "[45-50)" 13 1998 8 12500
4 "[50-55)" 13 1998 10 12044
5 "[55-60)" 13 1998 7 11523
6 "[60-65)" 13 1998 14 13482
7 "[65-70)" 13 1998 10 14582
8 "[70-75)" 13 1998 6 13143
9 "[75-80)" 13 1998 3 10347
10 "[80-85)" 13 1998 6 6955
11 "[85,85+)" 13 1998 7 5452
1 "[0-40)" 14 1998 5 213904
2 "[40-45)" 14 1998 2 23867
3 "[45-50)" 14 1998 3 20447
4 "[50-55)" 14 1998 12 19746
5 "[55-60)" 14 1998 5 18009
6 "[60-65)" 14 1998 7 20032
7 "[65-70)" 14 1998 17 21107
8 "[70-75)" 14 1998 10 18311
9 "[75-80)" 14 1998 22 14204
10 "[80-85)" 14 1998 6 9711
11 "[85,85+)" 14 1998 12 8043
1 "[0-40)" 15 1998 7 273002
2 "[40-45)" 15 1998 4 37486
3 "[45-50)" 15 1998 20 35983
4 "[50-55)" 15 1998 20 36219
5 "[55-60)" 15 1998 14 30906
6 "[60-65)" 15 1998 26 34215
7 "[65-70)" 15 1998 13 34480
8 "[70-75)" 15 1998 23 28858
9 "[75-80)" 15 1998 26 23567
10 "[80-85)" 15 1998 31 17261
11 "[85,85+)" 15 1998 18 14864
1 "[0-40)" 16 1998 1 47701
2 "[40-45)" 16 1998 1 5472
3 "[45-50)" 16 1998 0 4726
4 "[50-55)" 16 1998 2 4892
5 "[55-60)" 16 1998 0 5134
6 "[60-65)" 16 1998 5 6558
7 "[65-70)" 16 1998 1 7211
8 "[70-75)" 16 1998 0 6611
9 "[75-80)" 16 1998 3 5233
10 "[80-85)" 16 1998 0 3734
11 "[85,85+)" 16 1998 1 3245
1 "[0-40)" 17 1998 4 139689
2 "[40-45)" 17 1998 2 18811
3 "[45-50)" 17 1998 7 16833
4 "[50-55)" 17 1998 0 15556
5 "[55-60)" 17 1998 2 12436
6 "[60-65)" 17 1998 16 13975
7 "[65-70)" 17 1998 6 15014
8 "[70-75)" 17 1998 10 13604
9 "[75-80)" 17 1998 10 10893
10 "[80-85)" 17 1998 14 7597
11 "[85,85+)" 17 1998 13 6446
1 "[0-40)" 18 1998 2 232959
2 "[40-45)" 18 1998 3 25498
3 "[45-50)" 18 1998 2 21994
4 "[50-55)" 18 1998 12 21424
5 "[55-60)" 18 1998 2 19312
6 "[60-65)" 18 1998 9 21556
7 "[65-70)" 18 1998 10 22255
8 "[70-75)" 18 1998 12 18821
9 "[75-80)" 18 1998 8 14032
10 "[80-85)" 18 1998 7 8745
11 "[85,85+)" 18 1998 4 6890
1 "[0-40)" 19 1998 0 41800
2 "[40-45)" 19 1998 0 5094
3 "[45-50)" 19 1998 0 4435
4 "[50-55)" 19 1998 0 3745
5 "[55-60)" 19 1998 0 3468
6 "[60-65)" 19 1998 0 4200
7 "[65-70)" 19 1998 6 4681
8 "[70-75)" 19 1998 1 4396
9 "[75-80)" 19 1998 4 3658
10 "[80-85)" 19 1998 3 2575
11 "[85,85+)" 19 1998 2 2570
1 "[0-40)" 20 1998 3 167695
2 "[40-45)" 20 1998 3 24326
3 "[45-50)" 20 1998 11 23139
4 "[50-55)" 20 1998 6 22560
5 "[55-60)" 20 1998 17 18150
6 "[60-65)" 20 1998 3 18797
